PT No.;Sources;Page in Rasmussen 2003;Year BC;Locations in Rasmussen 2003;Location of the specific Prodigy based on Rasmussen 2003;GPS Coordinates;Incidence;Prodigy;Commentary A.K.;Simplicity Rule: Concept;Step 1: Basic Level Membership;Step 2: Ontological Category (Spatial Entity, Solid Object, Living Thing, Animate, Person);Step 3: Transfers (Physicality P, Biology B, Animacy A, Mentality M);Step 4: Breaches (Universals u, Spatiality s, Physicality p, Biology b, Animacy a, Mentality m);Quantified Counterintuitiveness of Concept;Concept Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Quantified Counterintuitiveness of Prodigy;Prodigy Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Step 2a Concept recategorization for Events;Step 2b Concept Type recategorization for Events;Step 2c Prodigy Type recategorization for Events;Concept Type recategorization according to Kavanagh 2014 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Prodigy Type recategorization according to Kavanagh 2014, T1 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Conservative Concept Type Recategorization 1 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Conservative Prodigy Type Recategorization 1, T4 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Prodigy Typology T2;Prodigy Typology T3
37;"Livy 22.36.6-9; (cf. Cass. Dio 15 in Zon.9.33)";64;216;"Rome (Aventine; road to Campus Martius); Aricia; Sabine territory; Caere";;;5;on the way to the Campus Martius, people are killed by lightning;;people are killed by lightning;PEOPLE;Person;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
38;"Livy 22.57.2-6; Per. 22; Plut. V/V. Fab. Max. 18";64;(216);Rome;;;1;the Vestal Virgins Opimia and Floronia break the vow of chastity (Floronia even does so with a scriba pontificius by the name of L. Cantilius);;two Vestal Virgins break the vow of chastity;VESTAL VIRGINS;Person;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
39;"Livy 23.31.15; 23.39.5; Cass. Dio 15 in Zon. 9.3.3";64-65;215;"Sinuessa; Lanuvium";;;4;the sea is aflame;;sea is aflame;SEA;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
39;"Livy 23.31.15; 23.39.5; Cass. Dio 15 in Zon. 9.3.3";64-65;215;"Sinuessa; Lanuvium";;;4;in Sinuessa a cow gives birth to a foal;;cow gives birth to foal;COW;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
39;"Livy 23.31.15; 23.39.5; Cass. Dio 15 in Zon. 9.3.3";64-65;215;"Sinuessa; Lanuvium";;;4;in Lanuvium blood drips from statues in the temple of Juno Sospita and there is a shower of stones around the temple;;blood drips from statues;BLOOD;Spatial Entity;S;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
39;"Livy 23.31.15; 23.39.5; Cass. Dio 15 in Zon. 9.3.3";64-65;215;"Sinuessa; Lanuvium";;;4;in Lanuvium blood drips from statues in the temple of Juno Sospita and there is a shower of stones around the temple;;there is a shower of stones around the temple;SHOWER;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;in Lanuvium ravens build a nest in the temple of Juno Sospita;;ravens build a nest in the temple;RAVENS;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";Apulia;;19;in Apulia a palm tree bursts into flames;;plam tree bursts into flames;TREE;Living Thing;;p;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";Mantua;;19;in Mantua there is blood in the sea at the mouth of the Mincius river;;blood in sea;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";Cales;;19;in Cales there are showers of chalk;;showers of chalk;SHOWERS;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";Rome (Forum Boarium);;19;in the Forum Boarium there is a rain of blood;;rain of blood;RAIN;Spatial Entity;B;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";Rome (Vicus Insteius);;19;in Vicus Insteius a subterranean spring flows with a strong current;;spring flows with a strong current;SPRING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;lightning strikes the Atrium Publicum on the Capitoline;;lightning strikes the Atrium Publicum;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;lightning strikes the temple of Vulcan;;lightning strikes;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;lightning strikes the temple of Vacuna;;lightning strikes a temple;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;lightning also strikes a public road in the Sabine territory;;lightning strikes a road;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;lightning also strikes a wall in Gabii;;lightning strikes a wall;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;lightning also strikes a gate in Gabii;;lightning strikes a gate;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;in Praeneste the spear of Mars moves;;spear moves;SPEAR;Solid Object;A;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;on Sicily an ox speaks;;ox speaks;OX;Animate;M;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;"among the Marrucini a child shouts ""Io triumphe"" from its mother's womb";;child shouts a sentence from its mother's womb;CHILD;Person;;m;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;in Spoletium a man turns into a woman;;man turns intom woman;MAN;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;in Hadria an alter is seen in the skies;;alter in the sky;ALTER;Person;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;in Hadria people in white robes are seen in the skies;;people in the sky;PEOPLE;Person;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
40;Livy 24.10.6-24.1 1.1;65-66;214;"Rome (Forum Romanum; Forum Boarium; Vicus Insteius; Capitoline; Janiculum); Lanuvium; Apulia; Mantua; Cales; Sabine territory; Gabii; Praeneste; Sicily; Marrucini; Spoletium; Hadria";;;19;in the Forum Romanum a swarm of bees is seen by some, followed by a vision of armed legions on the Janiculum, while others present see nothing unusual;;vision of armed legions;LEGIONS;Spatial Entity;;su;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
41;Livy 24.44.7-9;66;213;"[lacuna - Caietae proposed by Luterbacher]; Aricia; Tarracina; Compsa; Amiternum";;;5;lightning strikes the wall and gates in [lacuna];;lightning strike;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
41;Livy 24.44.7-9;66;213;"[lacuna - Caietae proposed by Luterbacher]; Aricia; Tarracina; Compsa; Amiternum";;;5;in Aricia lightning strikes the temple of Jupiter;;lightning strike;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
41;Livy 24.44.7-9;66;213;"[lacuna - Caietae proposed by Luterbacher]; Aricia; Tarracina; Compsa; Amiternum";;;5;on the river near Tarracina visions of war ships are seen;;warships on river;WARSHIPS;Solid Object;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
41;Livy 24.44.7-9;66;213;"[lacuna - Caietae proposed by Luterbacher]; Aricia; Tarracina; Compsa; Amiternum";;;5;in the temple of Jupiter Vicilinus in Compsa the clamour of weapons is heard;;clamour of weapons heard in temple;CLAMOUR;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
41;Livy 24.44.7-9;66;213;"[lacuna - Caietae proposed by Luterbacher]; Aricia; Tarracina; Compsa; Amiternum";;;5;blood flows in the river near Amiternum;;blood flows in river;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
42;Livy 257.7-9;66;212;"Rome (Capitoline); Mons Albanus; Suessula; Cumae; Reate";;;8;showers of stones fall on the Mons Albanus for two days;;showers of stones;SHOWERS;Spatial Entity;;p;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
42;Livy 257.7-9;66;212;"Rome (Capitoline); Mons Albanus; Suessula; Cumae; Reate";;;8;lightning strikes two temples on the Capitoline;;lightning strikes a temple;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
42;Livy 257.7-9;66;212;"Rome (Capitoline); Mons Albanus; Suessula; Cumae; Reate";;;8;lightning strikes two temples on the Capitoline;;lightning strikes a temple;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
42;Livy 257.7-9;66;212;"Rome (Capitoline); Mons Albanus; Suessula; Cumae; Reate";;;8;lightning is seen many places on the fortifications over Suessula, where two guardsmen are killed;;lightning on many places;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
42;Livy 257.7-9;66;212;"Rome (Capitoline); Mons Albanus; Suessula; Cumae; Reate";;;8;in Cumae lightning strikes the wall;;lightning strikes a wall;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
42;Livy 257.7-9;66;212;"Rome (Capitoline); Mons Albanus; Suessula; Cumae; Reate";Cumae;;8;in Cumae lightning strikes some towers, which collapse;;lightning strikes some towers;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
42;Livy 257.7-9;66;212;"Rome (Capitoline); Mons Albanus; Suessula; Cumae; Reate";Reate;;8;in Reate an enormous stone seems to fly;;enormous stone seems to fly;STONE;Solid Object;;p;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
42;Livy 257.7-9;66;212;"Rome (Capitoline); Mons Albanus; Suessula; Cumae; Reate";Reate;;8;in Reate the sun seems bloody and redder than usual;;sun seems bloody and redder;SUN;Spatial Entity;B;p;2;CI;2;CI;;CI;CI;CI;CI;CI;CI;CI;CI
43;Livy 26.23.4-6;66-67;211;"Rome (Forum Subertanum); Anagnia; Fregellae; Eretum; Reate";;;6;on the pediment of the temple of Concordia a Victoria is struck by lightning, falls down to the Victorias on the antefix, and remains there without falling to the ground;;a Victoria is struck by lightning on the pediment of a temple and falls down to the antefix;STATUE;Solid Object;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
43;Livy 26.23.4-6;66-67;211;"Rome (Forum Subertanum); Anagnia; Fregellae; Eretum; Reate";Anagnia;;6;in Anagnia lightning strikes walls and gates;;lightning strikes walls and gates;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
43;Livy 26.23.4-6;66-67;211;"Rome (Forum Subertanum); Anagnia; Fregellae; Eretum; Reate";Fregellae;;6;in Fregellae lightning strikes walls and gates;;lightning strikes walls and gates;LIGHTNING;Spatial Entity;;;0;INT;0;INT;EVENT;INT EVENT;INT EVENT;INT;INT;EVENT;EVENT;INT;INT
43;Livy 26.23.4-6;66-67;211;"Rome (Forum Subertanum); Anagnia; Fregellae; Eretum; Reate";Rome (Forum Subertanum);;6;in the Forum Subettanum streams of blood flow for a whole day;;streams of blood flow a whole day in the Forum Subettanum;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
43;Livy 26.23.4-6;66-67;211;"Rome (Forum Subertanum); Anagnia; Fregellae; Eretum; Reate";Eretum;;6;in Eretum there is a shower of stones;;shower of stones;SHOWER;Spatial Entity;;p;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
43;Livy 26.23.4-6;66-67;211;"Rome (Forum Subertanum); Anagnia; Fregellae; Eretum; Reate";Reate;;6;in Reate a mule gives birth;very uncommon for a mule to reproduce - unclear if CI or INT, but definitelly CSCH;mule gives birth;MULE;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
44;Livy 27.4.11-15;67;210;"Rome (Tusculum); Anagnia; Tarracina; Tarquinii; Capena";Rome (Tusculum);;7;in Tusculum a lamb is born with a milk-filled udder;;lamb is born with a milk-filled udder;LAMB;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
44;Livy 27.4.11-15;67;210;"Rome (Tusculum); Anagnia; Tarracina; Tarquinii; Capena";;;7;lightning strikes the top of the temple of Jupiter and rips off almost the entire roof;;lightning rips of the majority of temple's roof;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
44;Livy 27.4.11-15;67;210;"Rome (Tusculum); Anagnia; Tarracina; Tarquinii; Capena";Anagnia;;7;around the same time in Anagnia lightning strikes in front of the gate and the fire bums for a day and a night without being fuelled;;lightning strikes in front of the gate ;LIGHTNING;Spatial Entity;;;0;INT/CSCH;1;MCI (Br);EVENT;INT/CSCH EVENT;MCI (Br) EVENT;CSCH;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
44;Livy 27.4.11-15;67;210;"Rome (Tusculum); Anagnia; Tarracina; Tarquinii; Capena";;;7;around the same time in Anagnia lightning strikes in front of the gate and the fire bums for a day and a night without being fuelled;fire is a peculiar concept - an event, abstraction or rather a thing?;the fire bums for a day and a night without being fuelled;FIRE;Spatial Entity;;u;1;MCI (Br);;;;MCI (Br);;CI;;CI;;;
44;Livy 27.4.11-15;67;210;"Rome (Tusculum); Anagnia; Tarracina; Tarquinii; Capena";Anagnia;;7;in the grove of Diana in Anagnia birds abandon their nests;;birds abandon their nests;BIRDS;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
44;Livy 27.4.11-15;67;210;"Rome (Tusculum); Anagnia; Tarracina; Tarquinii; Capena";Tarracina;;7;in Tarracina great serpents frolic in the sea like playful fish;; great serpents frolic in the sea like playful fish;SERPENTS;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
44;Livy 27.4.11-15;67;210;"Rome (Tusculum); Anagnia; Tarracina; Tarquinii; Capena";Tarquinii;;7;in Tarquinii a pig is born with a human head;;pig born with human head;PIG;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
44;Livy 27.4.11-15;67;210;"Rome (Tusculum); Anagnia; Tarracina; Tarquinii; Capena";the grove of Feronia on the ager Capenas;;7;in the grove of Feronia on the ager Capenas four statues sweat blood for a day and a night;;statues sweat blood for a day and night;STATUES;Solid Object;B;b;2;CI;2;CI;;CI;CI;CI;CI;CI;CI;CI;CI
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;on the Mons Albanus lightning strikes a statue of Jupiter;;lightning strikes a statue;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;on the Mons Albanus lightning strikes a tree near the temple;;lightning strikes a tree;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;lightning strikes a basin in Ostia;;lightning strikes a basin;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;the town wall in Capua;;lightning strikes a town hall;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;the temple of Fortuna in Capua;;lightning strikes a temple;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;the wall in Sinuessa;;lightning strikes a wall;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;a gate in Sinuessa;;lightning strikes a gate;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;the waters of Albanus flow with blood;;waters flow with blood;WATERS;Spatial Entity;B;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;in the cella of the temple of Fors Fortuna in Rome a figure falls by itself from the garland on the statue's head into its hand;;a figure falls from the garland into statue's hand;FIGURE;Solid Object;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;in Privernum a cow speaks;;cow speaks;COW;Animate;M;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;and in the peopled square a vulture flies down into a shop;;vulture flies into a shop;VULTURE;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;in Sinuessa a hermaphrodite is born;;a hermaphrodite is born;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;it rains milk;;it rains milk;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
45;Livy 27.11.1-6;67-68;209;"Rome (Mons Albanus; Lacus Albanus); Ostia; Capua; Sinuessa; Privernum";;;14;a child is born with the head of an elephant;;child is born with a head of an elephant;CHILD;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
